PeakID	Chr	Start	End	Conc	Conc_KO	Conc_WT	Fold	p-value	FDR
6102	chr14	118843073	118849577	7.92902821389118	6.57600492160678	8.61477031477076	-1.93470839678565	4.18498865343798e-27	3.30945415223331e-24
1417	chr10	7619795	7628290	8.96325702964416	8.19670457188758	9.46118052373481	-1.19303205004031	5.72559582547901e-27	4.34664332687064e-24
13066	chr4	133034239	133046437	9.30929135184937	8.46299172251616	9.8391527375596	-1.29678520319988	1.15504596840607e-26	8.43139132091494e-24
6606	chr15	80002934	80020990	10.2060487946283	9.43385582593006	10.7063136697212	-1.19697435523509	1.38881938334177e-26	9.76237150979389e-24
3622	chr11	119935257	119942913	8.78286820551799	7.58366347641195	9.42855576550635	-1.74396052019656	1.60848231394178e-26	1.09026377986789e-23
2923	chr11	72312897	72321885	9.20011141718552	8.48640130603863	9.67545569699606	-1.12429196171069	6.61805470459804e-26	4.33117449098504e-23
1610	chr10	39247243	39281262	11.1218406672952	10.636907007736	11.4841366918116	-0.814814577895481	7.84729001681787e-26	4.96445724097288e-23
12341	chr4	32071539	32090945	9.87862231852677	9.24207463912132	10.3187768178013	-1.02355219599131	1.06733690776097e-25	6.53451199109529e-23
18503	chr9	118335425	118343550	8.43635401934246	7.39088427722041	9.03616011974098	-1.54243883137174	2.07011448829346e-25	1.2277719647913e-22
3512	chr11	114674946	114681808	9.16027591682332	8.25798783146852	9.71113965264602	-1.35142961848116	3.1444269466468e-25	1.80842663698211e-22
331	chr1	60579496	60587042	8.66729107728544	7.9469512107213	9.14553351926632	-1.12851230692389	7.07377962697663e-25	3.94862539824675e-22
16601	chr7	142365039	142373830	9.16911142113363	8.25797753560058	9.72319236958068	-1.36929165224357	1.56511091034662e-24	8.486925704991e-22
1851	chr10	67908712	67921008	8.94561382037939	8.18136337167693	9.44257801821164	-1.18622644855012	1.6283796415161e-24	8.58472700453726e-22
16217	chr7	101621483	101630577	8.35162853455031	7.36629762271702	8.9316680058441	-1.46651670730931	1.79480765357536e-24	9.20639309654234e-22
10854	chr2	132584171	132598969	9.20121905291686	8.42753421285205	9.70210104283734	-1.19310409767029	2.80672513491472e-24	1.35437727831447e-21
3261	chr11	97961344	97987801	10.8813853469797	10.3213725192113	11.2837843189092	-0.9168018452735	2.82805252283146e-24	1.35437727831447e-21
12181	chr3	146105298	146120915	10.0648228355218	9.52814848499201	10.4550963254469	-0.884040404682905	2.85447553256647e-24	1.35437727831447e-21
16714	chr8	13199342	13212062	9.59696986066569	8.94541812477117	10.0441837905972	-1.03415614142248	3.92400240386434e-24	1.81643028348637e-21
8069	chr17	50435383	50456513	9.76788502885415	9.13322264364961	10.2071448271047	-1.01286498793136	4.54279786781884e-24	2.05280382698414e-21
14058	chr5	114896365	114905762	8.99351422146562	8.23563060492485	9.48781389547771	-1.17177600139964	5.92876963952185e-24	2.61679346484849e-21
1520	chr10	21776182	21791542	9.54065278883879	8.93095210166843	9.96790210706522	-0.982883044339461	6.75471575011111e-24	2.91358523230361e-21
7791	chr17	28342629	28365814	11.2591016424832	10.5888103535466	11.714982697981	-1.06002169837929	9.3856139151581e-24	3.95843481101746e-21
7790	chr17	28331958	28342209	9.5222289729955	8.77819950480739	10.0106726189206	-1.15119079239694	1.00408941778175e-23	4.14274196958257e-21
10956	chr2	153436381	153451044	10.3469824217156	9.81347353249526	10.7355881828133	-0.880128767314808	1.05871137292641e-23	4.27516662697239e-21
3270	chr11	98735543	98753361	10.0650161791446	9.34584474274526	10.5427492362109	-1.12073960623224	1.22397750709746e-23	4.83955606400058e-21
10147	chr2	59125950	59134742	7.8932611387945	6.87144743872913	8.48542218893359	-1.50159861969606	2.61483128784206e-23	1.01279353085621e-20
1757	chr10	59434001	59444277	8.97134543375147	8.29943726990923	9.42796662267417	-1.05799727317539	9.7153142459321e-23	3.68773898147091e-20
17374	chr8	120532581	120537122	7.9975036384439	6.93162562304587	8.60377353258805	-1.55214540595007	1.31490020808082e-22	4.89323353905213e-20
6115	chr14	121320448	121330244	8.93240815187386	8.25250041920873	9.39267346594476	-1.07483658296254	1.48164480104587e-22	5.40771859212493e-20
5131	chr13	95892864	95913846	10.1407552104156	9.47873979919861	10.5928289265937	-1.04793743729699	1.73435031995214e-22	6.12208169893036e-20
17659	chr9	32808067	32828275	10.0267176780417	9.42094072640383	10.4520508627779	-0.976330866879239	1.74188530345244e-22	6.12208169893036e-20
12345	chr4	32219215	32248070	11.1435967254817	10.4833713940921	11.5948427049893	-1.04361388153308	1.91485606445254e-22	6.60764604495358e-20
3396	chr11	104316677	104323856	8.9990040399482	8.31871870893693	9.45944063974867	-1.0705847522202	2.21371960982818e-22	7.50253294195162e-20
7460	chr16	92645390	92665954	10.2523420420588	10.7000999247337	9.59962462464426	1.03388117045625	2.48099731134287e-22	8.26085052139935e-20
6571	chr15	78438540	78447609	9.34431255823291	8.62252925964614	9.8231834567872	-1.1216163748913	2.56491293281704e-22	8.30202711040072e-20
2404	chr11	11438770	11450102	8.67265440448007	7.7636010166479	9.22598109422213	-1.35339370340078	2.58085041105244e-22	8.30202711040072e-20
12289	chr4	9033321	9047574	9.5059946323478	8.79548170672796	9.97993441943487	-1.10449638100288	2.99664705639127e-22	9.47889408054167e-20
11907	chr3	104772137	104780173	9.58585184016586	8.95971379300824	10.0210446442814	-0.996201335353814	3.13480392460587e-22	9.75335142378604e-20
13701	chr5	65750891	65763967	9.32508517534821	8.60768388879488	9.80204539407792	-1.1162237050424	3.33062710359064e-22	1.01954793224269e-19
8180	chr17	73788560	73801228	9.20772922919914	8.62832084375048	9.61998163182992	-0.937204078307526	3.47071573837164e-22	1.04556688886596e-19
5101	chr13	94127064	94137119	9.08151926663704	8.39489719196971	9.54482063757557	-1.07925319453673	4.87061119867303e-22	1.44436453030649e-19
2856	chr11	68433961	68451775	9.81965668864833	9.11833666972293	10.2895330443934	-1.09623543208596	6.95407299481445e-22	2.03048232874744e-19
10635	chr2	118671558	118680415	9.07387595252628	8.43365275909936	9.51576978788403	-1.01993862022657	7.69624909469312e-22	2.21313805406334e-19
15440	chr6	134400391	134423059	10.5046328144057	10.0740793324226	10.8357910268078	-0.731395508418412	1.18448929966036e-21	3.35528692809761e-19
115	chr1	36557073	36565603	9.13417856583521	8.45807922156823	9.59271267354867	-1.06000447231055	1.33825930274336e-21	3.73512107452445e-19
17980	chr9	60999279	61011175	9.86430129541304	9.22774892798522	10.3044580173268	-1.00952928654111	1.55580859545409e-21	4.2793755555251e-19
5894	chr14	65354262	65363964	9.59046944273286	8.8094408286158	10.0943760904311	-1.19145317190974	2.14039555321223e-21	5.80322388634499e-19
10350	chr2	75607660	75615109	8.91505824573233	8.20090723958097	9.39059585528914	-1.10369898346081	2.3178835970069e-21	6.19593137853436e-19
7699	chr17	23737825	23747573	9.59596277113691	8.94739962119793	10.0417791600413	-1.02539451323813	2.63778393769359e-21	6.95312518798425e-19
6836	chr15	100627328	100637720	9.76108547551171	9.09487408196198	10.2150935495303	-1.04465206333346	4.0792091134703e-21	1.06053848992538e-18
6724	chr15	89168545	89184794	10.6885287280574	10.1387629658557	11.0856405272322	-0.893926965112924	4.36122459877443e-21	1.11853623865054e-18
14334	chr5	140733467	140744347	8.93792183286736	8.0824969386039	9.47128331532326	-1.28396073469562	5.78083254302799e-21	1.46285894445504e-18
2376	chr11	5859087	5866470	9.47938319246991	8.91627042328111	9.88337046638135	-0.915465177991826	6.04230220226883e-21	1.50890596706395e-18
11201	chr2	170195753	170200879	7.43627231521592	6.36238787290794	8.04504538149686	-1.5596448120731	7.36633266303199e-21	1.81565750145044e-18
11637	chr3	84342911	84352601	8.74225871186207	7.85233670634988	9.28857951847647	-1.31687855764153	1.34016152610281e-20	3.26088789793657e-18
2698	chr11	54298667	54313647	10.3440540028871	9.84991261250125	10.7114428568175	-0.816388501238174	1.77154912068862e-20	4.25597857741131e-18
6632	chr15	81690244	81698602	9.24855265393157	8.58804825600333	9.69992777324257	-1.03977383956849	1.93520167957259e-20	4.59102408457602e-18
18466	chr9	114439786	114455638	9.63793339771448	8.91484809219737	10.1173704041496	-1.11385978075056	3.77253185282495e-20	8.83936815244009e-18
1760	chr10	60102190	60113405	9.24197322652672	8.30462655590814	9.80543169254528	-1.37001309851218	4.00772440649634e-20	9.27592701352366e-18
4116	chr12	85537159	85547732	9.0184796360177	8.27855608309625	9.5051723056083	-1.13063936107333	4.29021721192744e-20	9.81012439339409e-18
4761	chr13	45495057	45518560	10.5802274579419	10.1496998456328	10.9113704122923	-0.727787732237467	7.94189704478345e-20	1.79439600015411e-17
1130	chr1	167284710	167295535	9.5779945761687	8.93529174978103	10.0210581491873	-1.00984760752787	9.70598518638326e-20	2.16717521002786e-17
1524	chr10	21916904	21933903	9.60878153175786	9.05124559956352	10.0099077120868	-0.902277082242261	1.10553201642049e-19	2.43975489995866e-17
1612	chr10	39586082	39594502	8.30801453577735	7.50915776342927	8.81917438274521	-1.19962149587035	1.20864072417787e-19	2.63664279358297e-17
13695	chr5	64960312	64977883	9.82952644112286	9.15686531665055	10.2864918895494	-1.04717787751664	1.30219587280945e-19	2.80845175796029e-17
12583	chr4	59357431	59374109	9.62528307259229	9.00655255325015	10.0569127399979	-0.980782822101651	1.52091707371359e-19	3.24331293730452e-17
970	chr1	155077685	155090107	9.12337476277272	8.48992274466644	9.56205924946313	-1.00040491449215	2.31787499591197e-19	4.88788328304591e-17
5455	chr14	20830110	20843165	9.57171769947663	9.06420900090652	9.94641099794664	-0.835607018616398	2.83324066648347e-19	5.90901918782306e-17
17289	chr8	115234160	115269898	11.0577874702707	10.6377741579919	11.3826928362495	-0.711760888524279	3.40343773575128e-19	7.0210700855243e-17
8267	chr17	83971623	83984594	9.43841704924594	8.73417173850776	9.90959049013374	-1.08664000236621	3.83889827925178e-19	7.83424198300209e-17
12593	chr4	62579647	62589253	9.37745439605881	8.7958247857121	9.79082255835078	-0.929491634519028	4.14523260264204e-19	8.369401017611e-17
15304	chr6	120163561	120175443	9.15599690166679	8.551640518914	9.58063444447034	-0.956551472881202	5.37737641171798e-19	1.0742865991368e-16
11594	chr3	69181943	69192802	9.37641707757892	8.82757994708547	9.7730469097773	-0.885376209545887	5.77523146660512e-19	1.14175122921561e-16
11492	chr3	52445662	52456698	9.14606030786723	8.54350348059618	9.5698151551063	-0.95896759047796	6.76650807125815e-19	1.32393357406607e-16
2909	chr11	70539823	70545203	7.93734478730319	6.9364835629047	8.52259424861451	-1.43418967947484	6.95552693293066e-19	1.34703005775603e-16
4657	chr13	37663668	37671728	9.07280530025145	8.42980840378101	9.51600740124242	-1.00960248800486	8.7887246120507e-19	1.68486065062738e-16
6757	chr15	96766820	96775091	8.73189039418684	7.87311395901651	9.26652973129236	-1.2775807360654	1.00907265556443e-18	1.91511899299573e-16
16740	chr8	15001474	15014085	9.05959336504841	8.37492870843388	9.52201175838287	-1.05707319799561	1.33087001791826e-18	2.50084970990799e-16
8533	chr18	35871744	35882586	9.77001218894748	9.12123670784225	10.2159280097552	-1.01336617348916	1.66629364447904e-18	3.10044971358506e-16
17373	chr8	120466051	120475480	8.90371431436305	8.24807849550888	9.3528312150047	-1.02146765660284	1.94074165300655e-18	3.5760520225642e-16
2857	chr11	68461020	68467082	7.69788692332268	6.78415992295573	8.25290590169809	-1.34575648962594	2.12687329635283e-18	3.88133925879619e-16
2217	chr10	118187849	118194127	8.29074291137726	7.53229118447978	8.7852810185092	-1.14308167271433	2.29363093735687e-18	4.14579252953295e-16
15495	chr6	143153682	143164872	9.07985245675628	8.35252740429077	9.56112782052092	-1.10557958324635	2.35734828227749e-18	4.22076538201362e-16
2268	chr10	121529693	121538703	9.09754343750171	8.37387072220451	9.57723560774155	-1.10129730403298	2.62167602060295e-18	4.61373340836663e-16
969	chr1	155066924	155076757	8.90667330312003	8.22923324027014	9.36581762922515	-1.05374802348394	2.62544500818587e-18	4.61373340836663e-16
3613	chr11	119110386	119131444	10.6336094726186	10.1349711378021	11.0034673358023	-0.818549401292218	3.07115881429187e-18	5.34747918682985e-16
16469	chr7	127606245	127619370	10.0609231300482	9.56606309875362	10.428707348613	-0.811386612434189	3.62150352967013e-18	6.24841049905539e-16
1043	chr1	161910942	161921863	8.92726407848231	8.36661027263589	9.32999188870652	-0.901832195880236	3.85086218462138e-18	6.57006717708971e-16
8070	chr17	50493331	50499994	8.46894351728065	7.79483599591205	8.92656953576345	-1.04285831363659	3.87716699422545e-18	6.57006717708971e-16
8254	chr17	83285205	83311585	10.7531025709881	10.2710883904364	11.1137732416507	-0.795253297300136	4.27409691033582e-18	7.17859161604101e-16
3317	chr11	101132114	101142696	9.77425663309939	9.19181579414884	10.1880316467262	-0.925485450394436	4.53749607840883e-18	7.55413491860713e-16
5944	chr14	70190628	70196930	9.09095977030096	8.54556437493756	9.48579919816883	-0.881702420662363	5.04499735153004e-18	8.32600041171206e-16
6206	chr15	25501872	25512814	8.98096990075544	9.48362751094996	8.20298031008531	1.16504924351548	6.05781051460741e-18	9.91130911695983e-16
11789	chr3	97294138	97298862	7.82214800438022	7.04143532260865	8.3259249768246	-1.17513590487877	8.56373311573829e-18	1.38915462225297e-15
4737	chr13	44515983	44528112	9.18461223412185	8.58600068269992	9.60642613809141	-0.952262432838973	8.8528428125208e-18	1.42388223507485e-15
10351	chr2	75617338	75626659	8.9130256082878	8.34416036974166	9.31994661800148	-0.911594369967513	1.00591230719015e-17	1.60430333429931e-15
1354	chr1	191401998	191415091	9.95323351875576	9.48010169996433	10.3089274888973	-0.783628677146294	1.13626413855396e-17	1.7970964238013e-15
7807	chr17	29066693	29085910	10.3765489388994	9.8768169748115	10.747005450741	-0.818032296678243	1.35798498797221e-17	2.13001628815906e-15
14101	chr5	118448891	118478047	11.0780754609547	10.6307112458462	11.4190575138136	-0.745801452358772	1.67258314429415e-17	2.60196356520973e-15
6575	chr15	78815083	78826129	8.93259548918685	8.36530563288889	9.33871481563652	-0.906485678730047	1.74836401091781e-17	2.69773988318774e-15
7840	chr17	31285210	31292878	8.48458309144895	7.83002141332945	8.93320026329057	-1.01522312709749	1.81653117130962e-17	2.78031815324881e-15
2183	chr10	116729315	116745447	10.1125705033675	10.5711887026564	9.43628650811	1.04171890309617	1.9076202162154e-17	2.89637792668417e-15
6295	chr15	37783044	37800434	10.2824589482747	9.85861531131645	10.6096450396568	-0.71425027328293	1.99145337337248e-17	2.99966615660605e-15
471	chr1	79850840	79866186	9.81253094707633	9.2468423798679	10.2178340515742	-0.904796068323029	2.05689045818722e-17	3.07383653590042e-15
16565	chr7	140592884	140611178	9.65565395910601	8.98837845857818	10.1101512842505	-1.03220533857376	2.60596601225412e-17	3.86395538645086e-15
6752	chr15	96481219	96491998	9.31827231905722	8.72157785650746	9.73914021561506	-0.940415496815716	2.98240631786643e-17	4.38783639587496e-15
3272	chr11	98835851	98857696	10.6832426362113	10.2163825138303	11.0353936884946	-0.772835498821352	3.09272997538793e-17	4.51514786176058e-15
8535	chr18	35921967	35935446	9.64486826786472	8.93444807507764	10.1187672514129	-1.08234505505425	3.14860223687464e-17	4.56162762241556e-15
3501	chr11	113746880	113751920	8.01769566078374	7.1733859816377	8.54678970001507	-1.24312523391992	3.34490052288657e-17	4.7900179196403e-15
8534	chr18	35884921	35909773	10.3462284131032	9.75365680386942	10.7650554697872	-0.936673694153934	3.35672260557542e-17	4.7900179196403e-15
8858	chr18	77810141	77825476	9.35700397065693	8.87366248959315	9.71841422063956	-0.794632169108432	3.76962201476079e-17	5.33907882224964e-15
6771	chr15	97569439	97581377	8.79120488053398	8.17606448418575	9.22109786213161	-0.965305554505041	3.85698851100416e-17	5.42091299156387e-15
12269	chr4	7487164	7499958	9.19957967186968	8.59358306566018	9.62502032875397	-0.956075997128931	3.88452588046096e-17	5.42091299156387e-15
18104	chr9	69259183	69270175	8.99741173217956	8.34720218905539	9.44399854320371	-1.00708277457639	3.98807604984592e-17	5.52479528102378e-15
679	chr1	120260558	120268670	8.57032374554768	7.90096589921078	9.02577696156298	-1.03172831020913	4.29320605414119e-17	5.90440273199606e-15
8770	chr18	65344807	65358531	9.76465041127465	9.25474050331913	10.1406447884066	-0.829631418100412	4.6192598727453e-17	6.30711749099519e-15
13703	chr5	65977909	65983384	8.12725889649777	7.3014630052839	8.64914295822127	-1.22227359878082	5.20321309154476e-17	7.05369866174486e-15
9622	chr2	4457385	4468355	9.0730464583282	9.54777542180004	8.36073830788622	1.080378811185	5.55975046004098e-17	7.48358184263246e-15
15329	chr6	121209189	121215345	7.82723144274404	6.94323492035914	8.37135644199219	-1.29360891822329	6.08214268201248e-17	8.12908351844471e-15
8834	chr18	75323656	75335400	9.33356683107572	8.78359026018776	9.73078797596483	-0.880669038955806	7.38087726036705e-17	9.78059453703064e-15
14743	chr6	50527869	50534040	8.05257166191063	7.18440329407493	8.59077014950143	-1.26262964716044	7.4208631294189e-17	9.78059453703064e-15
335	chr1	61102789	61121072	9.59477068096672	9.13386564534605	9.94353526182003	-0.762712291943769	8.51810723056862e-17	1.11493211813077e-14
10701	chr2	122228161	122243070	9.54913783407167	9.07850678773116	9.90342199160067	-0.77596216568827	1.02306523421119e-16	1.3299147315133e-14
17657	chr9	32542102	32569123	11.0918798873218	10.6573080908077	11.4254028495633	-0.725903853692298	1.28305605286824e-16	1.65653883179498e-14
15852	chr7	46279940	46286023	8.42851726300006	8.85760815213438	7.81503050747825	0.964265083492321	1.35125566938912e-16	1.73280279387407e-14
15915	chr7	64052056	64059070	8.17645616454417	7.34188647318063	8.70177310866233	-1.22552348798353	1.48496937231585e-16	1.87953367014672e-14
17317	chr8	116730478	116747087	9.99830589613824	9.54251673795302	10.3441436571555	-0.755072882575188	1.48548422215084e-16	1.87953367014672e-14
16818	chr8	34111054	34121395	8.48553797557533	7.88470338730889	8.90844651286508	-0.945332315350842	1.52721570017803e-16	1.91953819693237e-14
11222	chr2	173132663	173155367	10.6535496028116	10.9506792312812	10.2789185270746	0.641796678212554	1.59162295921487e-16	1.98732974624599e-14
8263	chr17	83898366	83911760	10.0670510121869	9.6536865665288	10.387974342816	-0.696404512286561	1.94875747584215e-16	2.41735085843191e-14
2267	chr10	121484152	121497354	9.58748354666177	9.06054747380815	9.97260849371781	-0.850569382650231	1.99235312983996e-16	2.45538117215796e-14
16570	chr7	140679951	140726262	11.4033355797025	10.8987794146037	11.7764244824112	-0.82156745176125	2.02178137789967e-16	2.47557346910696e-14
3543	chr11	116105118	116113580	8.45085204742091	7.54598863203949	9.00265520720181	-1.30043414564218	2.29440009411762e-16	2.79137303758066e-14
18078	chr9	66638772	66662935	10.4832043134934	10.0022079102755	10.8433071545642	-0.789086475589196	2.44070695555694e-16	2.9504571534723e-14
3665	chr12	8442997	8454961	9.08210400489699	9.45834875943715	8.57173130451406	0.829100918510854	2.58770674144987e-16	3.10835988898589e-14
13196	chr4	139767380	139774269	8.47502105949818	8.95269810503794	7.75597801978264	1.08217735006621	2.96176550481168e-16	3.53530487520886e-14
16215	chr7	101567862	101577213	8.48374165744655	7.87169689415816	8.91213199797075	-0.95824816462924	3.07663380812725e-16	3.64946456527794e-14
13589	chr5	35840561	35857473	10.201469935408	10.5150392990484	9.80025692711577	0.678389689504726	3.6330401958717e-16	4.28269999238813e-14
17989	chr9	61872606	61879574	8.6051624375301	7.89905665415237	9.07715884672754	-1.07327441692381	3.92539374835858e-16	4.59269273628629e-14
4527	chr13	23713241	23729260	9.60630678892182	8.96131853931581	10.0504458672182	-0.996664979116074	3.94440653361434e-16	4.59269273628629e-14
14707	chr6	49029218	49053993	10.4375013609977	9.90797783163476	10.8239994620478	-0.853422540157676	4.03268263630032e-16	4.66684657038682e-14
14832	chr6	54742056	54753558	9.24646447596025	8.70309011591688	9.64024952193081	-0.870638672844571	4.1451838746224e-16	4.76796634887628e-14
2924	chr11	72332326	72342860	8.78712321375915	8.24708363180103	9.17916356900048	-0.866021190847223	6.63283148566248e-16	7.5834041425535e-14
4738	chr13	44599581	44606822	8.970861583968	8.35340259510944	9.40187689450376	-0.961585329714482	6.85334214483026e-16	7.78859763872656e-14
16567	chr7	140636437	140654790	9.82710835458628	9.21759064078631	10.2542684911026	-0.953731420062881	7.1257471252807e-16	8.04997349349419e-14
3586	chr11	117956966	117961863	8.31290651323807	7.57774097195753	8.7975612011109	-1.10542313562281	7.2678326880418e-16	8.16190512345239e-14
11502	chr3	52932833	52947913	9.72871894440115	9.25073272244426	10.0871387122695	-0.780339472963952	7.35584318940262e-16	8.21214987598072e-14
10258	chr2	70893476	70906917	9.91926708479835	9.48855777721453	10.2505171946494	-0.718456505105908	9.52146094513635e-16	1.05677080279382e-13
5780	chr14	57734220	57745535	9.55347850347726	8.96709773225588	9.96922461550135	-0.922596252674472	1.08595079996498e-15	1.19827094375205e-13
3430	chr11	106616974	106625841	8.50318233555701	7.8747143214292	8.93949030391493	-0.979105202645857	1.09704427711654e-15	1.20351464366444e-13
18506	chr9	118473717	118481765	8.66714293933314	6.84080253376133	9.44789061618139	-2.29002407215168	1.14427751671012e-15	1.24811741319778e-13
7817	chr17	29413404	29420704	8.69921484569912	8.03153404082093	9.15389838168641	-1.01891390789349	1.55991869853563e-15	1.69175411311473e-13
12290	chr4	9053056	9071424	9.54150358051501	8.97172235474394	9.94889011259753	-0.899886009531362	1.70580379912403e-15	1.83945740361221e-13
188	chr1	39767884	39787165	9.62265721418946	9.03217134572169	10.040448487684	-0.929557317467085	1.80997127867662e-15	1.94075959875727e-13
13508	chr5	32084571	32133586	11.8575193646877	11.4908105617243	12.1496535466941	-0.626438012634469	2.18734841526182e-15	2.33222952658731e-13
14281	chr5	137711616	137730557	10.1447131032081	9.71076835430329	10.4778677408078	-0.722576447847849	2.26497952139878e-15	2.40151096852667e-13
1572	chr10	28452346	28481504	10.4555240973605	10.0859919264585	10.7494437073058	-0.630327778451452	2.33708137351115e-15	2.46419263265934e-13
6116	chr14	121379967	121390809	9.70321683946347	9.22932436401105	10.0593388732372	-0.776082277180271	2.51908097925637e-15	2.64141645885672e-13
7196	chr16	33355728	33366808	8.6303322406736	7.94944029226913	9.09104387716925	-1.03427043324472	2.67846820331571e-15	2.79311252916093e-13
11163	chr2	167401540	167406419	8.2277075063869	7.53765248797294	8.69255326439182	-1.03918890653732	3.03808575050181e-15	3.15081035293847e-13
4187	chr12	99611964	99619878	8.39344818425484	7.78064775866218	8.82220577035503	-0.951998505873756	3.07950674259441e-15	3.176410786288e-13
6100	chr14	118792801	118803772	9.16444629868782	8.66159004819886	9.5366091717789	-0.811493884575004	3.33212604199657e-15	3.4184010892461e-13
1231	chr1	180309124	180320445	9.18682868877123	8.52838787853223	9.63724800520238	-1.00371026482144	3.62353950182329e-15	3.69737398952173e-13
3132	chr11	86895761	86901547	8.35181810085541	7.74506848694169	8.77762700294693	-0.945674514726982	4.36743380803282e-15	4.43259498623823e-13
8938	chr19	3924867	3933576	9.16394178805152	8.60656362283929	9.56498678520547	-0.882271455723383	4.47564219041861e-15	4.51825601765717e-13
4976	chr13	69486631	69492012	8.10944120424802	7.33906052901557	8.60895520655563	-1.12729363398843	4.5117617554856e-15	4.53062044218842e-13
7756	chr17	26509246	26530079	10.8505596515542	10.3312219202506	11.2316303036439	-0.834254311200465	4.99093476941094e-15	4.98541847308685e-13
7496	chr16	94555172	94568188	10.2017137329581	9.79256632672897	10.5200961945523	-0.686094259149118	5.23857498494152e-15	5.20538820100551e-13
18296	chr9	96379309	96385862	8.13082569263534	7.36814999673501	8.6271324068242	-1.12754274212281	5.72099903873308e-15	5.65514795604767e-13
8602	chr18	39521544	39535621	9.63762602067514	9.20552507649351	9.96969614274929	-0.717771850173835	5.98883982058817e-15	5.88923269196595e-13
1479	chr10	19297303	19308107	9.27134090821488	8.78545584105672	9.63416550249285	-0.7910543423453	6.13762967585158e-15	6.00443678443233e-13
2890	chr11	69830303	69837689	9.00074650822439	8.30348695520028	9.46881613152092	-1.05089681073022	6.59223329772743e-15	6.39552915640941e-13
7812	chr17	29161749	29167007	8.24346670161236	7.56848814446742	8.7014900574047	-1.0258191241634	6.60479326969937e-15	6.39552915640941e-13
2018	chr10	84862479	84879893	9.94161397198745	9.52500454674012	10.2644844010005	-0.696732438396193	6.9078570343206e-15	6.65503647991729e-13
15307	chr6	120491377	120500171	9.7183878447376	9.3159571714252	10.0326986245128	-0.678063493562776	8.00014033221937e-15	7.63437603747194e-13
2906	chr11	70457907	70468201	9.95745678999981	9.49194895273098	10.3088407628416	-0.764224835662859	8.00485184391652e-15	7.63437603747194e-13
