PeakID	Chr	Start	End	Conc	Conc_KO	Conc_WT	Fold	p-value	FDR
3499	chr14	44998986	45012451	10.0637598650847	9.44385458769686	10.4959564193251	-0.972245812736612	2.90401372709056e-18	1.80599085259485e-15
2834	chr12	113225790	113258308	10.6567916626265	10.0971007879	11.0590253809117	-0.894922291312477	9.1635547435264e-18	5.4138281424754e-15
3977	chr15	62480916	62485154	7.84744391409158	6.8708438716091	8.42452132029152	-1.35543774655023	1.04043449404303e-17	5.85417808648211e-15
7626	chr4	63926497	63948196	10.8813882973031	10.0992833191187	11.3857364409092	-1.15648595959535	1.39174470381737e-17	7.47493428195731e-15
6374	chr2	73561082	73565638	7.94721790565112	8.60803853879087	6.69230319693534	1.59229173563269	1.76695722372608e-17	9.07755067632496e-15
4632	chr16	76221785	76230796	9.59150477905359	10.0628171655065	8.8869455987935	1.06295186246917	4.89501226268756e-17	2.40997770399651e-14
222	chr1	69678173	69693999	10.7990353227869	11.2296414458079	10.1824223052928	0.960787331511217	9.3753658309351e-17	4.41445829166163e-14
2409	chr12	16552720	16564580	10.3992251877738	10.8238278025859	9.79494007648261	0.944367743894097	9.71360152193657e-17	4.41445829166163e-14
6563	chr2	126307260	126343599	11.6459126804051	11.0736481849903	12.0545590186387	-0.906171924192622	1.08714457840361e-16	4.75766679200631e-14
3502	chr14	45059329	45070531	8.61680565481254	7.76188759221887	9.14997353840001	-1.22325266079561	1.14759247789605e-16	4.84284025672134e-14
4007	chr15	67281063	67296540	10.7842008884019	10.2791356132275	11.1575668013865	-0.820490603795096	2.28459230127899e-16	9.30853194203883e-14
4614	chr16	57552778	57558613	8.87804981926207	8.06278159917199	9.39577619774906	-1.18007198732685	2.71774569981604e-16	1.07042943963421e-13
4005	chr15	67123807	67164815	11.767788021867	11.3096607029813	12.1149654813735	-0.756810978430749	7.20679237738461e-16	2.74695028165086e-13
10735	chr8	81849534	81873359	11.4863063729055	11.0448335287397	11.8238662483288	-0.7333929745879	1.05470267838593e-15	3.89448963994004e-13
8622	chr5	113968581	113982394	10.7885691187103	11.2144110625414	10.1817519106426	0.94138810877983	1.29923432683213e-15	4.59868926659781e-13
4074	chr15	78500749	78505562	8.35820493512868	8.94119144875115	7.36411670967279	1.34230530214421	1.32325182011108e-15	4.59868926659781e-13
104	chr1	40044115	40060863	10.588501056147	9.97200597947524	11.0190501041417	-0.950389769309826	3.8429209868509e-15	1.29737012516086e-12
8346	chr5	53417799	53429229	8.91007172633981	8.15570038861047	9.40289434996626	-1.10439361136352	4.22380205909519e-15	1.38634569806302e-12
5166	chr17	57122646	57130438	8.79857457885133	8.12613020463213	9.25544095419727	-1.01277940225706	7.30135881615612e-15	2.33169880464056e-12
2821	chr12	112627294	112630349	8.17182561590037	8.69547453690219	7.3415283497755	1.17554459272833	8.91438704933971e-15	2.76232434125688e-12
4099	chr15	79954356	79959167	8.26942062800159	8.78586986134006	7.45736485357001	1.15825467417649	9.11735352987629e-15	2.76232434125688e-12
484	chr1	135815397	135824978	9.2936047706386	8.71019296613298	9.70786629631805	-0.908127461657195	1.46874440380616e-14	4.33867096884339e-12
7537	chr4	43832854	43839657	8.81520579776584	9.22867251683958	8.23337973603553	0.902198257878803	3.58390445537709e-14	1.03286378157892e-11
9442	chr6	114654783	114662425	9.50040093679912	8.87200069499981	9.93667650568188	-0.954337090208016	6.16371942035621e-14	1.73405973026021e-11
11157	chr9	33029195	33039225	9.31442257662753	8.60349245979683	9.78854588605552	-1.04588158798373	9.97018445486101e-14	2.7397139422939e-11
4584	chr16	51669790	51723046	13.3070968354932	13.6089458448168	12.9249156792208	0.645349039495124	1.82524374011668e-13	4.90160909845879e-11
5273	chr17	83524367	83529665	8.32597649171962	8.75877478944942	7.70482266963129	0.94135075680917	1.98600498454766e-13	5.20496639017044e-11
4585	chr16	51746263	51773378	12.0648370898935	12.4333473458828	11.5686559183531	0.794732296693457	2.02630715934191e-13	5.20496639017044e-11
10901	chr8	114970844	114986593	10.0964588557392	10.5104850708802	9.51351679913933	0.898212302687363	2.09970363629753e-13	5.2787442907429e-11
3026	chr13	43784251	43790953	8.80161417252925	8.09952159856343	9.27183345102512	-1.02856677509481	2.22522158358367e-13	5.47775379825513e-11
8426	chr5	73205373	73216740	10.2270325713438	10.5720942303753	9.77259521256331	0.740818818887948	2.34082677622334e-13	5.64473656895001e-11
5544	chr18	65186445	65192585	8.73945688329348	9.28402018190297	7.85428025268306	1.20637809786763	2.4107233068923e-13	5.69702131884789e-11
4581	chr16	49963532	49974006	10.3271925214603	9.81766352883558	10.7029807249916	-0.811154292407763	2.49847267599687e-13	5.78861826266256e-11
9561	chr6	129580579	129585502	8.7954492948355	9.22903292900703	8.1726635831896	0.941629817106464	2.6375636243048e-13	5.99335611245875e-11
333	chr1	91826225	91832777	8.51287233899808	7.73679389593052	9.01474256407004	-1.10318831818953	2.89352380433501e-13	6.45092024000424e-11
7021	chr3	58674193	58699766	11.3746003724772	10.9957379018324	11.6743798906358	-0.639968497406065	4.23029451830131e-13	9.25651111634228e-11
8589	chr5	110593866	110599889	9.1481978070817	8.57794576799915	9.55582344219207	-0.882603509838542	4.66169180907236e-13	1.00150091665453e-10
9506	chr6	122288131	122298936	9.76332232883562	9.23911210016423	10.1469965947089	-0.826593253898097	5.30170197249416e-13	1.11865911619627e-10
223	chr1	69756973	69775052	11.827534937571	12.2117546933298	11.3023006536192	0.82764681118642	6.25031529385722e-13	1.29567939495117e-10
6390	chr2	79032558	79063926	11.9555739013263	12.3404276321064	11.4291480465644	0.828060233720999	7.84024563033458e-13	1.59724728220747e-10
10829	chr8	105603815	105608663	8.5793811501378	9.09379099555351	7.77243446573863	1.12519853640872	8.12415623252329e-13	1.62703440751687e-10
9196	chr6	52987152	52992870	8.50676895698232	7.84283293325362	8.95972910027532	-0.983336124200599	9.39533121741249e-13	1.85025389441577e-10
7656	chr4	87992665	88036385	11.8316867024269	11.4551959537711	12.1299824986511	-0.634915832927431	1.02120791337659e-12	1.97812995155045e-10
10734	chr8	81818372	81842242	10.5299578711509	10.0777085970153	10.8737608663652	-0.734887650779007	1.26057904982144e-12	2.40241968591777e-10
3874	chr15	36435886	36459112	11.2258520685404	10.7838624358899	11.5637130209168	-0.722267394464204	1.49922252775357e-12	2.81187514094225e-10
2766	chr12	106307750	106314175	8.48072381762576	8.99913477806289	7.66372952270164	1.12788118927733	1.58669566202146e-12	2.92943686600712e-10
4933	chr17	29767358	29771820	8.80912007561712	9.29681226587964	8.06685475974331	1.05716964306026	1.64908185556386e-12	2.99777710851424e-10
8345	chr5	53406994	53416858	9.09985416491401	8.53828891086673	9.50304919115655	-0.86593265381822	1.72556385787429e-12	3.08928220373373e-10
5926	chr19	43915113	43923119	9.23245971110245	9.67543908145841	8.58993558881122	0.954404379007843	1.80352036283664e-12	3.18065621004146e-10
9327	chr6	87444649	87450353	8.80463583088009	9.2596217170011	8.13629658008499	0.981575455581782	1.9744864755212e-12	3.38665828914102e-10
5465	chr18	38378697	38382428	8.87532436801085	9.27624535912163	8.31818713898998	0.860325365975933	1.97765252158709e-12	3.38665828914102e-10
5337	chr17	88595406	88601243	8.69259835624664	9.15350074406753	8.01128547137377	0.994516162476767	2.0120280033626e-12	3.39630326967606e-10
5306	chr17	84852922	84862179	10.4847711494106	10.9372253128724	9.82193188468892	0.975852127387621	2.57358986414253e-12	4.28303349784621e-10
3714	chr14	77842282	77853734	9.0363727958232	8.40272280649156	9.47515143089452	-0.94586183054892	2.79294921202641e-12	4.58353998462556e-10
9460	chr6	115757904	115766595	8.51685750072825	8.96783332192278	7.85721571660881	0.972501498731218	3.20137372220785e-12	5.18183998652164e-10
4870	chr17	27100102	27105796	8.3791929120351	8.79213882541634	7.79840450803284	0.883367735735581	4.24002055631744e-12	6.77028147208742e-10
5578	chr18	70543614	70547384	9.06583041925261	9.50664291520342	8.42789390239859	0.944256425352	4.97680475619622e-12	7.84078999989527e-10
5546	chr18	65310317	65315633	8.64121518064626	9.0462858408225	8.07598213926865	0.866069540204744	5.93142268486747e-12	9.22180137426238e-10
6956	chr3	32415871	32424697	9.04565312236287	8.55448976850555	9.41140033238435	-0.778712031075675	6.27023921884197e-12	9.62196709218659e-10
1298	chr10	116908794	116925908	11.4287834576001	11.7871818922369	10.9508353273993	0.762886594195572	6.55722646874106e-12	9.93335743008261e-10
8263	chr5	33514626	33523129	10.2234066628229	10.6481187121856	9.61889822999326	0.907935290740668	7.28543368785329e-12	1.08967955007183e-09
2923	chr13	24505471	24517129	9.74998325511812	10.1641891003196	9.16668262568939	0.884130308326534	8.01970773782067e-12	1.18451083287611e-09
501	chr1	138321673	138329605	9.63029758461742	9.99184096672167	9.14671697331696	0.767172051876169	1.07167812072858e-11	1.56332699685542e-09
8517	chr5	100640029	100646716	9.05544991796988	9.47830145952056	8.4547312057737	0.89983910224127	1.18234750198034e-11	1.70373391260972e-09
1159	chr10	81427701	81436373	9.24536131250246	9.65664889529943	8.66786952996835	0.875697960855975	1.28527059718162e-11	1.82972980437326e-09
8391	chr5	65664457	65677480	9.22766999110307	8.63551680726267	9.64628943651656	-0.893039595983371	1.48933033118086e-11	2.09499133252775e-09
9399	chr6	108301783	108345189	11.9964650312941	11.5371503232314	12.3443215244179	-0.737811109444191	1.57461303576947e-11	2.188897368312e-09
5617	chr18	79061379	79083454	11.6419739991291	12.0159365498807	11.1358112357499	0.794276188267493	1.61926733715505e-11	2.22479800649116e-09
4615	chr16	57564613	57575631	9.58206497890788	8.91259321835583	10.0375704286538	-0.973135298709409	1.83094234922906e-11	2.48671434465409e-09
7920	chr4	132936596	132952631	11.0324575321867	11.3582952957623	10.6108802811797	0.689204001437259	1.8774062775973e-11	2.50384392035548e-09
4692	chr16	93571647	93577051	9.3965580941356	9.82801085926357	8.77819387872969	0.917429024824006	1.88593524806734e-11	2.50384392035548e-09
7709	chr4	106926473	106951526	10.6143567107855	10.1174788120851	10.9832494410682	-0.782323397047065	2.28950228435111e-11	3.00586211021031e-09
11653	chr9	123805028	123817434	9.24170017572774	8.61204622307886	9.67857473407112	-0.928970160944308	2.65043309524491e-11	3.44148543444109e-09
4443	chr16	21206307	21212155	8.17790501611459	8.68798686469135	7.38171761098852	1.08757217528084	2.69807320091532e-11	3.46526445021906e-09
2177	chr11	106561973	106573131	10.2559076394077	10.6277217212028	9.75369086438935	0.786542435284448	2.99219042530246e-11	3.80169054466386e-09
801	chr10	8211717	8216447	8.99277123501596	9.35407498520075	8.50962100313028	0.764760978378525	3.19220901265015e-11	4.01267464824193e-09
6197	chr2	31458475	31461808	7.63633319520379	8.18520082327531	6.73949647266833	1.17043199485538	3.39807387742672e-11	4.18534208419981e-09
4258	chr15	99274542	99277828	8.35881885958799	8.85062737168008	7.60685196178286	1.04416570684051	3.40041333855096e-11	4.18534208419981e-09
7598	chr4	59317206	59323724	9.35646141292059	9.75975568492652	8.79470243735895	0.853462442778142	3.63756143582154e-11	4.43107483769766e-09
9314	chr6	86578627	86585949	8.74476793949261	9.18669954113365	8.10446478627465	0.936500034376106	3.84664152567295e-11	4.63795063952568e-09
1572	chr11	34097914	34106663	8.92284945849573	8.33048282033517	9.34157482537896	-0.885625912402476	4.09010610683229e-11	4.88168623821519e-09
8770	chr5	124048911	124051312	8.43116784600563	8.84249544412645	7.85359664956506	0.868894866629599	4.18550357507953e-11	4.94559102431397e-09
5305	chr17	84843428	84847828	8.83370837628407	9.21700499237099	8.31020646230732	0.808982230478642	5.098022380232e-11	5.96418143018033e-09
7658	chr4	88113459	88116663	7.78334420410036	6.95868023823439	8.3047832627039	-1.11022831651429	6.06660622007366e-11	7.02774697023435e-09
6018	chr2	4557888	4571810	10.4355408741739	10.8054931882016	9.93673007894357	0.779009466571469	7.52912380294831e-11	8.63729386947934e-09
6483	chr2	106995834	107000470	8.06217780279398	8.48057185752192	7.47047867198224	0.885369049823006	7.96544571911658e-11	9.04997179010399e-09
8374	chr5	64800547	64821621	10.7964864615786	11.1952167488905	10.243595613288	0.84033115883451	8.46161264097568e-11	9.52213475864463e-09
7369	chr3	144201396	144206685	8.76726552019317	9.1527569663332	8.23963954181899	0.812053549078019	1.02433138038166e-10	1.14183958401789e-08
7338	chr3	135577654	135583099	9.25520612913399	9.72561685566139	8.55268199067251	0.990704609792178	1.05027606700793e-10	1.15981887923044e-08
7474	chr4	32275663	32285690	10.1265800582394	10.4844434735825	9.64958672406176	0.75130644941435	1.27208159535242e-10	1.39175149358187e-08
7473	chr4	32245067	32269894	11.9462281375275	12.2814815414057	11.5087045798787	0.704425538356022	1.38941615219876e-10	1.50617809673216e-08
2288	chr11	118152687	118156378	8.15184641706617	8.67799981029123	7.31512763114283	1.10448403347696	1.42520658215499e-10	1.53093099770394e-08
6628	chr2	132507495	132529514	11.8151678129275	12.0794811725164	11.4913191590228	0.552913690749287	1.5201727837563e-10	1.61823077593373e-08
10113	chr7	99427387	99435752	8.9669635553711	8.41734672608511	9.36399808894439	-0.832525362396167	1.73581929919028e-10	1.83128936064575e-08
8797	chr5	125135962	125143417	9.47389440513319	9.84599290602005	8.97115620788821	0.779871431593842	1.75177618667628e-10	1.83176879838645e-08
2998	chr13	41444859	41461708	9.78233495983585	9.22745937309702	10.1820903885405	-0.838282667287187	1.90101012579134e-10	1.9703803198553e-08
3960	chr15	59644642	59656618	10.0572708841396	9.60020708487658	10.4038394010553	-0.726522365188417	1.94088474281905e-10	1.99421688009999e-08
2194	chr11	107440409	107471594	12.2353327954333	12.541144142924	11.8467627857026	0.640777100686206	2.02325228248295e-10	2.06092663532918e-08
10111	chr7	99389718	99396897	8.38068217517422	7.83751034102853	8.77436143863199	-0.824295490378658	2.06331799049109e-10	2.083774818431e-08
764	chr1	192769087	192773600	8.92970252200213	9.32199288991617	8.38918578942689	0.821553354945263	2.11976085789853e-10	2.12263510990924e-08
8779	chr5	124335931	124341116	8.33938726432681	8.85793578399307	7.52204578537919	1.08351556637868	2.26340298168012e-10	2.2399282837666e-08
2298	chr11	119075182	119079116	8.0554923489031	8.47408073157414	7.46340175414445	0.877021543771225	2.27480868358152e-10	2.2399282837666e-08
5057	chr17	44761523	44781045	11.3297479006969	11.6345889642148	10.9427466141062	0.638649105373322	2.39150130468852e-10	2.32301358213188e-08
8043	chr4	144974886	144989735	9.76858982809334	9.27856912428952	10.133705754565	-0.764595963244817	2.3985075915715e-10	2.32301358213188e-08
5933	chr19	44251667	44259628	8.59164414996267	9.0082241840925	8.00359162285313	0.872494496180833	2.71308772503148e-10	2.60632882593268e-08
8429	chr5	73283313	73290077	9.57954923659302	9.89885444248051	9.16887264997593	0.668078972495068	2.73899058564554e-10	2.60999296451514e-08
4341	chr16	10563910	10571387	8.79038799534012	8.22125038050453	9.19744747850954	-0.850830326649711	2.92938753365424e-10	2.76909144781268e-08
7595	chr4	59250465	59268015	11.6267820192898	11.9473762564186	11.2139648794158	0.670794363795042	3.01126928360348e-10	2.82390141706815e-08
11607	chr9	119241738	119261182	11.0401167059657	10.6819537843754	11.3268117422645	-0.599546799345656	3.29177294721661e-10	3.06264481451271e-08
7125	chr3	89869985	89873092	7.78516210709785	7.09683884993064	8.24922945927334	-0.969874558085419	3.31850913836201e-10	3.06339874835043e-08
4801	chr17	23744702	23750703	8.43589734018914	8.89304795603462	7.76283098261096	0.953720397930024	3.4548124284505e-10	3.16450105849388e-08
7	chr1	9875509	9885768	9.75764630101548	10.1315961067641	9.25150699496809	0.780190569018819	3.64031351948087e-10	3.30876496509123e-08
10779	chr8	88172936	88178642	9.21111846600802	9.57504578677207	8.72324538204577	0.760188119597696	4.00817057208878e-10	3.61530866258023e-08
5047	chr17	44454788	44460854	8.85072018801077	8.2290821006705	9.283751672625	-0.901714965295047	4.18466904595376e-10	3.74591283689316e-08
2193	chr11	107405511	107423626	11.0370090337675	11.427735308074	10.4994734350538	0.815543504135184	4.45716484114781e-10	3.95410008507164e-08
9198	chr6	54456966	54461921	8.54765751708179	8.97825150561306	7.93106957570492	0.895517569865914	4.48416901996953e-10	3.95410008507164e-08
6373	chr2	73544219	73550007	8.4567404248509	8.82396042309973	7.96290578867872	0.767739645592344	5.06120376719139e-10	4.41101863259556e-08
2242	chr11	115222345	115234211	10.8341289136176	11.2413626420098	10.2646484494418	0.848780397280349	5.07700181138284e-10	4.41101863259556e-08
8419	chr5	72742014	72754773	10.5920672621968	10.9209246398483	10.1654064825007	0.685848166435414	5.40485629377342e-10	4.66158992461509e-08
1645	chr11	52073546	52078952	9.26307957749814	9.63129802831683	8.76742961708263	0.766929459638611	5.5333121026975e-10	4.73779824677345e-08
4990	chr17	34091879	34095187	7.71711054548233	8.22039074382315	6.937607269511	1.04114738910909	5.95761587383005e-10	5.05024049997621e-08
9887	chr7	45080059	45085706	9.64409299515457	9.99937745508576	9.17168827792567	0.739988127786462	5.98369727485333e-10	5.05024049997621e-08
6482	chr2	106982305	106991919	10.2889755632772	10.6383712547646	9.82696364412443	0.728185784969195	6.04511038740918e-10	5.06588825089552e-08
5442	chr18	35885146	35891805	8.70804669181575	9.14580811881298	8.07653352387917	0.909778076331126	6.69730935239784e-10	5.56543084076949e-08
7689	chr4	102602132	102609047	8.50533670225011	7.96367742093191	8.89822521977765	-0.819117882639922	6.73541477852097e-10	5.56543084076949e-08
2405	chr12	16005853	16010837	8.24008213105921	7.70399366986578	8.63004736531432	-0.810577106517555	7.47666160425102e-10	6.13501621637709e-08
11205	chr9	44553044	44558402	8.01938100843436	8.45001294114748	7.40271465264759	0.892345821663645	8.37076947995219e-10	6.8213111844907e-08
6999	chr3	51651823	51656770	8.67942813041468	9.06512064573669	8.15142344052562	0.798811264514615	8.91669181140754e-10	7.21641304408161e-08
2977	chr13	36384790	36417847	11.368189389937	11.6427791502947	11.0287528504278	0.571195564473199	8.99000711630696e-10	7.22625333920293e-08
1255	chr10	96348988	96353187	8.23292283391696	8.63411824509814	7.67525234159116	0.831647129358061	9.24520230018484e-10	7.38116962020163e-08
107	chr1	40390212	40405649	10.5406111462307	10.1350627476411	10.8568156771948	-0.657894954258746	1.04356350268005e-09	8.27566868970973e-08
1972	chr11	85489993	85496477	8.7505846577576	8.21673404426814	9.1393707260603	-0.805655074930856	1.05719441046639e-09	8.32787276938059e-08
6370	chr2	73343239	73350000	9.30815548078782	9.75890281317605	8.64900696757849	0.930919991517752	1.10385326386147e-09	8.63783454687891e-08
1795	chr11	70025682	70032528	9.58552082141028	9.93269971778725	9.12739099156846	0.720904239494294	1.13357138498039e-09	8.75499491498969e-08
9199	chr6	54483486	54509395	11.4145822666352	11.7748226409038	10.9333394516566	0.748423311101731	1.13477060217603e-09	8.75499491498969e-08
5865	chr19	32270629	32277703	8.93000269926666	8.34422511064626	9.34544756987077	-0.860663754261947	1.14105383963136e-09	8.75499491498969e-08
10577	chr8	46856743	46863376	9.70301349134519	10.0716669774593	9.20657146835968	0.764235804313199	1.197197569333e-09	9.12650740596043e-08
3974	chr15	62235417	62247146	9.37385003799719	8.93166442012489	9.71182512521216	-0.701366637372358	1.2177361822047e-09	9.22357098008383e-08
2411	chr12	16577215	16595632	10.8263562128981	11.2040023072163	10.3133890746054	0.783248094681203	1.26119810852938e-09	9.49192156075362e-08
8623	chr5	113983089	113993811	10.6363386037795	11.0010887697533	10.1469792996402	0.756425748497327	1.33057315539436e-09	9.95066607856946e-08
9321	chr6	86975123	86980025	8.49739146393924	8.93020384825524	7.87620839470568	0.890777401060885	1.35430756078621e-09	1.0064464237893e-07
2176	chr11	106553173	106559782	8.39795279250458	8.82190552824005	7.79499281992416	0.875404973822324	1.45753669866153e-09	1.07639085196154e-07
3500	chr14	45032505	45044125	10.4217271560901	10.0471929103921	10.7187959971399	-0.617290463531085	1.4795771469816e-09	1.0841293902157e-07
11631	chr9	121737274	121744497	8.96292509484488	8.4991434782475	9.31332823519404	-0.729086961518871	1.48636561624021e-09	1.0841293902157e-07
294	chr1	86490670	86493764	7.88304890634022	8.36565988988195	7.1526323193218	0.98945197408182	1.53770751492912e-09	1.11469644149708e-07
6852	chr2	170342192	170348557	9.65098329473496	10.0345476214611	9.12697932142033	0.792669105892724	1.60083918391338e-09	1.15338510958052e-07
1971	chr11	85405606	85410692	8.33823558043753	7.62744482123136	8.81229759497011	-0.974698668898042	1.64609680477325e-09	1.17880483910307e-07
8363	chr5	63765942	63769375	7.78172110161843	8.27449433246342	7.0274670053429	1.00806132042206	1.67942381693929e-09	1.19542601331052e-07
5307	chr17	84877900	84883389	8.14622097973563	8.55545141042538	7.57280296012122	0.845222947001411	1.78062173925888e-09	1.25905966314171e-07
4262	chr15	99455258	99459024	7.73950711716004	8.18489432324666	7.09185993653256	0.916452290163192	1.79013222247636e-09	1.25905966314171e-07
8545	chr5	105684998	105689963	8.23123146616839	8.631729830573	7.67491491754143	0.828104290846984	2.22917464740949e-09	1.55182639518876e-07
1323	chr10	118552595	118558620	9.19340218694357	9.62464372271392	8.57547517448328	0.885448186949408	2.23265476626683e-09	1.55182639518876e-07
7342	chr3	135661413	135671295	9.84061484856254	10.2009448174645	9.3592114758136	0.745106186968935	2.26191134481334e-09	1.5629675117143e-07
8651	chr5	115512452	115537559	11.4015390703983	11.7518762959054	10.9378733448475	0.724672413360756	2.50662801938313e-09	1.72199515564134e-07
7942	chr4	133657718	133662998	8.68860081382724	9.0594734487968	8.18810790722326	0.763177012779802	2.66917689480527e-09	1.82306324792018e-07
3024	chr13	43750061	43753441	7.68892745566884	6.98935709041542	8.15802619169152	-0.961386707054218	2.78228959897434e-09	1.88939850008511e-07
7562	chr4	46421560	46424716	7.70690650705299	8.22230931024673	6.89747541943983	1.04636623898346	3.02785092947129e-09	2.03881705659201e-07
1333	chr10	121372863	121377207	8.13706872390923	8.56636156218959	7.52316588326517	0.87858397836956	3.03682973899961e-09	2.03881705659201e-07
4856	chr17	26527766	26534251	9.64927982368001	9.99565860530321	9.1925471457458	0.714683851493872	3.05853160613212e-09	2.04178584508798e-07
9572	chr6	134330724	134352526	11.5236651762779	11.1783045621639	11.8021124557255	-0.576796100216452	3.20917982002184e-09	2.1303184692909e-07
7478	chr4	32359476	32366988	9.03754307742678	9.39107722404872	8.56823966724456	0.729417984213071	3.29085077002991e-09	2.17232920104321e-07
3094	chr13	52873846	52876658	7.7344071172507	8.24535702988934	6.93607073357264	1.03774052119882	3.67864542735536e-09	2.41125132389794e-07
8023	chr4	140812348	140817484	8.52481519924592	8.93259231517359	7.95426476219314	0.837368030493527	3.69360603948483e-09	2.41125132389794e-07
1490	chr11	11833377	11838870	8.48752724851836	8.94482941364139	7.81412910664189	0.931879314830619	3.77466932609601e-09	2.4506314701731e-07
8324	chr5	43725132	43730343	9.03951278683355	9.46826769086424	8.42671788212964	0.875578945937304	3.88295843789908e-09	2.50716048645987e-07
8721	chr5	121995091	121998625	7.87762364241458	8.38239022759529	7.09449746027983	1.02056446203281	3.99644925230129e-09	2.56641545463e-07
5165	chr17	57102062	57111174	9.96474374093471	9.55315191592593	10.2846004741646	-0.660282183615959	4.02862139365463e-09	2.57309137229314e-07
5222	chr17	73244074	73254066	10.2580896016646	10.6352568858181	9.74600973999159	0.775324929664516	4.07933673507715e-09	2.59147542267052e-07
2597	chr12	77530924	77536667	8.13858367625053	8.53590017665671	7.58842323032354	0.812843487429107	4.1029331078546e-09	2.5925271445139e-07
6457	chr2	102730759	102738004	9.09811526704932	8.69787271180755	9.41109301631884	-0.646919662209692	4.1615247647526e-09	2.61556258618706e-07
4454	chr16	23268252	23276381	9.15360629392679	8.75383770046649	9.46629487036818	-0.645260009268707	4.37362293257778e-09	2.73432426303381e-07
5889	chr19	37558222	37563390	9.71545243741138	10.1085847617979	9.17332705546357	0.805534370072272	4.53832287625549e-09	2.82235911083342e-07
10145	chr7	101633115	101640602	9.78845291118848	10.1928838195047	9.22447248373996	0.827446922181304	4.71923592059153e-09	2.91950217998479e-07
4894	chr17	28266430	28271388	7.8822899803418	8.36236119025814	7.15774404825587	0.97189048647915	4.78288553215719e-09	2.9434674712484e-07
9501	chr6	121192433	121196170	7.98596317807417	8.4723674577481	7.24671428271283	0.982537991794349	5.02528109713166e-09	3.07661769138382e-07
1822	chr11	72171741	72182314	9.30962661979613	8.8502898019385	9.65749574854532	-0.716425163662983	5.58930885537663e-09	3.40429244510981e-07
6788	chr2	164916015	164918897	7.77823551104367	8.23340394877982	7.10949849431428	0.924196987167827	6.21196993066036e-09	3.76413521541963e-07
6938	chr3	27452902	27464421	9.9500363887692	10.3302452313995	9.43230593005602	0.778375498849838	6.27045938708916e-09	3.78019123050232e-07
2184	chr11	106758316	106767551	10.2881139518457	10.5740235646839	9.93117825051722	0.589626620396627	6.39608566736997e-09	3.83635270282455e-07
6589	chr2	128331332	128348419	10.6373394250907	10.9332474737388	10.2646522116929	0.609770305109959	6.49131776883408e-09	3.87380862406785e-07
1501	chr11	19947135	19952372	8.56050723862222	9.02905057818344	7.86218464798893	0.946651097667858	6.54585232801553e-09	3.88672317124781e-07
2287	chr11	118142112	118152017	10.6919907897854	10.9724497063943	10.3435248677898	0.578085941565562	7.34722468625983e-09	4.34074034464231e-07
9964	chr7	66243518	66254743	9.87789376818168	10.2067219618022	9.45128225673099	0.67471470228695	7.65204007646894e-09	4.49833360913219e-07
