TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
"GO:0098813"	"nuclear chromosome segregation"	-68.47773739919776	2.383815365980431	1.1554319685492376	0.8742120611717206	0.70847246	7059
"GO:0007159"	"leukocyte cell-cell adhesion"	-8.26885356788379	1.8260748027008264	0.31642535238277875	0.9864308578416642	0.01027971	null
"GO:0009141"	"nucleoside triphosphate metabolic process"	-19.966731185588298	2.2278867046136734	0.8054463515198005	0.817101680615386	0.28691028	null
"GO:0009142"	"nucleoside triphosphate biosynthetic process"	-18.24975773894967	2.0492180226701815	0.5321699108255825	0.795089830959368	0.72970553	9141
"GO:0009145"	"purine nucleoside triphosphate biosynthetic process"	-18.165379593788938	1.9822712330395684	0.4554607344903634	0.7947213401759469	0.96501541	9141
"GO:0009205"	"purine ribonucleoside triphosphate metabolic process"	-18.093080545343774	2.1583624920952498	0.6855882634960208	0.7999953230309693	0.93607519	9141
"GO:0009206"	"purine ribonucleoside triphosphate biosynthetic process"	-18.201442326759334	1.9777236052888478	0.45066641096941223	0.794889453559089	0.9448857	9141
"GO:0009615"	"response to virus"	-8.125199792798043	2.5658478186735176	1.759516732189088	0.9616942184117383	-0	null
"GO:0015980"	"energy derivation by oxidation of organic compounds"	-21.157960571920807	2.437750562820388	1.308850321219676	0.8423810782974082	0.17787051	null
"GO:0006119"	"oxidative phosphorylation"	-19.67250405746233	2.0755469613925306	0.5657301754722409	0.8486352401267548	0.91714654	15980
"GO:0009060"	"aerobic respiration"	-19.9876758436141	2.220108088040055	0.791063380956947	0.8445335440525908	0.88742124	15980
"GO:0045333"	"cellular respiration"	-21.157960571920807	2.307496037913213	0.9684533512321412	0.8437760065494556	0.90743017	15980
"GO:0016072"	"rRNA metabolic process"	-19.243213874242745	2.376576957056512	1.136254674465433	0.8478062960520755	0.33263655	null
"GO:0019835"	"cytolysis"	-4.637807820810249	0.9542425094393249	0.03835458816760955	0.9886209570157874	0.00860789	null
"GO:0022613"	"ribonucleoprotein complex biogenesis"	-25.586710918493036	2.6414741105040997	2.0951193786556717	0.9100767597190305	0.45240304	null
"GO:0030098"	"lymphocyte differentiation"	-12.54753866018103	2.5237464668115646	1.5965097324767474	0.7871138221535008	0.01349772	null
"GO:0032943"	"mononuclear cell proliferation"	-8.125199792798043	2.247973266361807	0.8438009396874101	0.92832872389268	0.96543394	30098
"GO:0042098"	"T cell proliferation"	-9.637319211672333	2.012837224705172	0.4890209991370218	0.7759555102132877	0.74770037	30098
"GO:0046651"	"lymphocyte proliferation"	-8.125199792798043	2.2405492482826	0.8294179691245565	0.766002330561888	0.93638837	30098
"GO:0031341"	"regulation of cell killing"	-3.937871138532831	2.1903316981702914	0.7383258222264839	0.9784857621366719	0.04998905	null
"GO:0031349"	"positive regulation of defense response"	-8.125199792798043	2.6273658565927325	2.027998849362355	0.8852220909109239	0.19155268	null
"GO:0002715"	"regulation of natural killer cell mediated immunity"	-4.390676436109015	1.8388490907372552	0.3260139994246812	0.8289213759458044	0.77156321	31349
"GO:0042269"	"regulation of natural killer cell mediated cytotoxicity"	-4.441699557664355	1.8195439355418688	0.31163102886182764	0.8222753891197849	0.64833601	31349
"GO:0045088"	"regulation of innate immune response"	-6.463641665055177	2.6127838567197355	1.9608783200690383	0.8086762582486366	0.80063716	31349
"GO:0045954"	"positive regulation of natural killer cell mediated cytotoxicity"	-3.937871138532831	1.568201724066995	0.17259564675424297	0.824331083178642	0.94078632	31349
"GO:0032609"	"type II interferon production"	-8.492747921985993	0.6989700043360189	0.04704302083573444	0.8978639360282654	0.35402049	null
"GO:0032970"	"regulation of actin filament-based process"	-8.26885356788379	2.6148972160331345	1.9704669671109405	0.9761700392496273	0.05589565	null
"GO:0042254"	"ribosome biogenesis"	-28.300765289075397	2.494154594018443	1.4910346150158211	0.8759662356031138	0.22209845	null
"GO:0006364"	"rRNA processing"	-20.751462163394386	2.315970345456918	0.9876306453159459	0.720722210925387	0.85785691	42254
"GO:0042255"	"ribosome assembly"	-20.957272009036334	1.806179973983887	0.3020423818199252	0.8709670010960158	0.75630488	42254
"GO:0042274"	"ribosomal small subunit biogenesis"	-23.54763964936491	2.0170333392987803	0.49381532265797295	0.8825060463945952	0.7953735	42254
"GO:0050900"	"leukocyte migration"	-8.575778847103736	2.383815365980431	1.1554319685492376	0.8198472893537044	0.45335124	null
"GO:0071674"	"mononuclear cell migration"	-8.575778847103736	1.9867717342662448	0.4602550580113146	0.8265322519917966	0.60363759	50900
"GO:0072678"	"T cell migration"	-8.575778847103736	1.505149978319906	0.14862402914948702	0.8408422154106363	0.74149252	50900
"GO:0090068"	"positive regulation of cell cycle process"	-49.176072195656204	2.4183012913197452	1.2513184389682617	0.9646647414852181	-0	null
"GO:0110053"	"regulation of actin filament organization"	-8.089773716002712	2.450249108319361	1.3472049093872853	0.9505725175430925	0.05639686	null
"GO:0032956"	"regulation of actin cytoskeleton organization"	-8.26885356788379	2.5599066250361124	1.7355451145843321	0.949956745257727	0.92082943	110053
