Cluster;ID;Description;GeneRatio;BgRatio;pvalue;p.adjust;qvalue;geneID;Count;geneSymbol
Naive;GO:0034470;ncRNA processing;23/129;403/28564;6,27537810798875e-19;1,08164699024970e-16;8,56934407665067e-17;20088/57294/100503670/20085/20115/20054/20055/57808/20044/66481/54127/100043813/20116/19989/19941/75617/20104/13207/18148/67115/66489/20068/67025;23;Rps24/Rps27/Rpl5/Rps19/Rps7/Rps15/Rps16/Rpl35a/Rps14/Rps21/Rps28/Rps27rt/Rps8/Rpl7/Rpl26/Rps25/Rps6/Ddx5/Npm1/Rpl14/Rpl35/Rps17/Rpl11
Naive;GO:0000028;ribosomal small subunit assembly;10/129;21/28564;8,36223902322934e-19;1,32123376567024e-16;1,04674693738143e-16;57294/20085/20054/20044/54127/20103/75617/20104/14109/16785;10;Rps27/Rps19/Rps15/Rps14/Rps28/Rps5/Rps25/Rps6/Fau/Rpsa
Naive;GO:0022618;ribonucleoprotein complex assembly;17/129;170/28564;2,59819325990547e-18;3,78936493906213e-16;3,00212290031183e-16;57294/100503670/20085/20054/20044/54127/110954/268449/20103/75617/20104/14109/22121/19988/11837/67025/16785;17;Rps27/Rpl5/Rps19/Rps15/Rps14/Rps28/Rpl10/Rpl23a/Rps5/Rps25/Rps6/Fau/Rpl13a/Rpl6/Rplp0/Rpl11/Rpsa
Naive;GO:0071826;ribonucleoprotein complex subunit organization;17/129;178/28564;5,72687490178515e-18;7,75582486698902e-16;6,14454923672737e-16;57294/100503670/20085/20054/20044/54127/110954/268449/20103/75617/20104/14109/22121/19988/11837/67025/16785;17;Rps27/Rpl5/Rps19/Rps15/Rps14/Rps28/Rpl10/Rpl23a/Rps5/Rps25/Rps6/Fau/Rpl13a/Rpl6/Rplp0/Rpl11/Rpsa
Naive;GO:0042273;ribosomal large subunit biogenesis;12/129;70/28564;3,63539356372526e-16;4,59513746454872e-14;3,64049587048136e-14;100503670/57808/110954/268449/19989/19941/18148/67115/66489/19988/11837/67025;12;Rpl5/Rpl35a/Rpl10/Rpl23a/Rpl7/Rpl26/Npm1/Rpl14/Rpl35/Rpl6/Rplp0/Rpl11
Naive;GO:0140694;non-membrane-bounded organelle assembly;19/129;392/28564;1,72167236563674e-14;2,04018175327953e-12;1,61633320116028e-12;57294/100503670/20085/20054/20044/54127/110954/268449/27050/66475/20103/75617/20104/18148/14109/19988/11837/67025/16785;19;Rps27/Rpl5/Rps19/Rps15/Rps14/Rps28/Rpl10/Rpl23a/Rps3/Rps23/Rps5/Rps25/Rps6/Npm1/Fau/Rpl6/Rplp0/Rpl11/Rpsa
Naive;GO:1901798;positive regulation of signal transduction by p53 class mediator;8/129;33/28564;1,75388170633082e-12;1,95609395011955e-10;1,54971467178581e-10;20115/67427/20054/65019/19941/13207/67281/67025;8;Rps7/Rps20/Rps15/Rpl23/Rpl26/Ddx5/Rpl37/Rpl11
Naive;GO:1901796;regulation of signal transduction by p53 class mediator;10/129;85/28564;5,81862578395341e-12;6,12895249243092e-10;4,85566023023480e-10;100503670/20115/67427/20054/65019/19941/13207/18148/67281/67025;10;Rpl5/Rps7/Rps20/Rps15/Rpl23/Rpl26/Ddx5/Npm1/Rpl37/Rpl11
Naive;GO:0072331;signal transduction by p53 class mediator;11/129;162/28564;2,07342922643776e-10;2,06906411227684e-08;1,63921523885135e-08;100503670/20115/67427/20054/65019/19941/13207/18148/67281/66940/67025;11;Rpl5/Rps7/Rps20/Rps15/Rpl23/Rpl26/Ddx5/Npm1/Rpl37/Shisa5/Rpl11
Naive;GO:0000027;ribosomal large subunit assembly;6/129;26/28564;1,61313423430149e-09;1,52925125411781e-07;1,21154871176222e-07;100503670/110954/268449/19988/11837/67025;6;Rpl5/Rpl10/Rpl23a/Rpl6/Rplp0/Rpl11
Naive;GO:0030217;T cell differentiation;13/129;331/28564;3,78875910707517e-09;3,42070822238786e-07;2,71005475979763e-07;16197/12775/16842/21414/108655/20230/14357/67596/17131/12043/20104/22165/19934;13;Il7r/Ccr7/Lef1/Tcf7/Foxp1/Satb1/Dtx1/Tespa1/Smad7/Bcl2/Rps6/Txk/Rpl22
Naive;GO:0030098;lymphocyte differentiation;15/129;478/28564;4,75338582926572e-09;4,09655433285809e-07;3,24549357816372e-07;16197/12775/16842/21414/108655/16071/20230/14357/67596/17131/16019/12043/20104/22165/19934;15;Il7r/Ccr7/Lef1/Tcf7/Foxp1/Igkc/Satb1/Dtx1/Tespa1/Smad7/Ighm/Bcl2/Rps6/Txk/Rpl22
Naive;GO:0046632;alpha-beta T cell differentiation;9/129;133/28564;1,00074476057146e-08;8,24961767844995e-07;6,53575639970468e-07;12775/16842/21414/108655/20230/17131/12043/22165/19934;9;Ccr7/Lef1/Tcf7/Foxp1/Satb1/Smad7/Bcl2/Txk/Rpl22
Naive;GO:0051444;negative regulation of ubiquitin-protein transferase activity;5/129;21/28564;3,33664722549402e-08;2,63595130814027e-06;2,08833139946490e-06;100503670/20115/65019/17131/67025;5;Rpl5/Rps7/Rpl23/Smad7/Rpl11
Naive;GO:1904667;negative regulation of ubiquitin protein ligase activity;4/129;10/28564;8,16340261291163e-08;6,19112454163218e-06;4,90491601205259e-06;100503670/20115/65019/67025;4;Rpl5/Rps7/Rpl23/Rpl11
Naive;GO:0030490;maturation of SSU-rRNA;6/129;49/28564;9,00004646625347e-08;6,56311080769869e-06;5,19962198677883e-06;20085/20055/20044/66481/54127/20116;6;Rps19/Rps16/Rps14/Rps21/Rps28/Rps8
Naive;GO:0046631;alpha-beta T cell activation;9/129;191/28564;2,27340414744759e-07;1,59643491242987e-05;1,26477493895038e-05;12775/16842/21414/108655/20230/17131/12043/22165/19934;9;Ccr7/Lef1/Tcf7/Foxp1/Satb1/Smad7/Bcl2/Txk/Rpl22
Naive;GO:0000462;maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);5/129;35/28564;5,06006909431008e-07;3,42638964386140e-05;2,71455586375206e-05;20085/20055/20044/66481/20116;5;Rps19/Rps16/Rps14/Rps21/Rps8
Naive;GO:0006414;translational elongation;6/129;84/28564;2,29934729947901e-06;1,50329740683180e-04;1,19098678633632e-04;56040/67186/55949/13627/14694/67160;6;Rplp1/Rplp2/Eef1b2/Eef1a1/Rack1/Eef1g
Naive;GO:0031397;negative regulation of protein ubiquitination;6/129;86/28564;2,64000495249138e-06;1,66758527907177e-04;1,32114378927127e-04;100503670/20115/65019/17131/27050/67025;6;Rpl5/Rps7/Rpl23/Smad7/Rps3/Rpl11
Naive;GO:1904666;regulation of ubiquitin protein ligase activity;4/129;22/28564;2,72653711240637e-06;1,66758527907177e-04;1,32114378927127e-04;100503670/20115/65019/67025;4;Rpl5/Rps7/Rpl23/Rpl11
Naive;GO:0051438;regulation of ubiquitin-protein transferase activity;5/129;52/28564;3,80960250479636e-06;2,25718948409185e-04;1,78825749156066e-04;100503670/20115/65019/17131/67025;5;Rpl5/Rps7/Rpl23/Smad7/Rpl11
Naive;GO:1903321;negative regulation of protein modification by small protein conjugation or removal;6/129;97/28564;5,32845840947508e-06;3,06144155889841e-04;2,42542588526984e-04;100503670/20115/65019/17131/27050/67025;6;Rpl5/Rps7/Rpl23/Smad7/Rps3/Rpl11
Naive;GO:0050857;positive regulation of antigen receptor-mediated signaling pathway;4/129;26/28564;5,49489181948057e-06;3,06421026168681e-04;2,42761938897795e-04;12775/108655/67596/27050;4;Ccr7/Foxp1/Tespa1/Rps3
Naive;GO:1902105;regulation of leukocyte differentiation;10/129;359/28564;5,67760904121399e-06;3,07564192632621e-04;2,43667612084583e-04;16197/12775/16842/21414/108655/14357/67596/234515/17131/16476;10;Il7r/Ccr7/Lef1/Tcf7/Foxp1/Dtx1/Tespa1/Inpp4b/Smad7/Jun
Naive;GO:0031396;regulation of protein ubiquitination;8/129;214/28564;6,10608685172182e-06;3,21587240857349e-04;2,54777366590849e-04;100503670/20115/65019/67245/17131/27050/18148/67025;8;Rpl5/Rps7/Rpl23/Peli1/Smad7/Rps3/Npm1/Rpl11
Naive;GO:0071353;cellular response to interleukin-4;4/129;30/28564;9,93279703843676e-06;5,08988734726381e-04;4,03246127278784e-04;16842/21414/27367/11837;4;Lef1/Tcf7/Rpl3/Rplp0
Naive;GO:1902255;positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator;3/129;10/28564;1,05512447969267e-05;5,26451582499288e-04;4,17081061640287e-04;20115/19941/67025;3;Rps7/Rpl26/Rpl11
Naive;GO:0070670;response to interleukin-4;4/129;32/28564;1,29426867859169e-05;6,29213696053804e-04;4,98494306167432e-04;16842/21414/27367/11837;4;Lef1/Tcf7/Rpl3/Rplp0
Naive;GO:0097193;intrinsic apoptotic signaling pathway;9/129;322/28564;1,64870200291270e-05;7,70307929636348e-04;6,10276157889778e-04;22070/20115/27050/12043/19941/13207/14694/66940/67025;9;Tpt1/Rps7/Rps3/Bcl2/Rpl26/Ddx5/Rack1/Shisa5/Rpl11
Naive;GO:2000112;regulation of cellular macromolecule biosynthetic process;11/129;497/28564;1,66575026978324e-05;7,70307929636348e-04;6,10276157889778e-04;12775/56040/100503670/110954/55949/27050/12043/19941/18148/14694/22121;11;Ccr7/Rplp1/Rpl5/Rpl10/Eef1b2/Rps3/Bcl2/Rpl26/Npm1/Rack1/Rpl13a
Naive;GO:0050851;antigen receptor-mediated signaling pathway;7/129;178/28564;1,71017855570210e-05;7,72023462288379e-04;6,11635287966642e-04;12775/108655/67596/16019/27050/12043/22165;7;Ccr7/Foxp1/Tespa1/Ighm/Rps3/Bcl2/Txk
Naive;GO:0048762;mesenchymal cell differentiation;8/129;249/28564;1,83276727161667e-05;7,86461709785052e-04;6,23073983934749e-04;16842/66214/76566/20115/17131/18569/12043/13207;8;Lef1/Rgcc/Rflnb/Rps7/Smad7/Pdcd4/Bcl2/Ddx5
Naive;GO:1903320;regulation of protein modification by small protein conjugation or removal;8/129;249/28564;1,83276727161667e-05;7,86461709785052e-04;6,23073983934749e-04;100503670/20115/65019/67245/17131/27050/18148/67025;8;Rpl5/Rps7/Rpl23/Peli1/Smad7/Rps3/Npm1/Rpl11
Naive;GO:2001242;regulation of intrinsic apoptotic signaling pathway;7/129;181/28564;1,90488912244182e-05;7,86461709785052e-04;6,23073983934749e-04;22070/20115/27050/12043/19941/14694/67025;7;Tpt1/Rps7/Rps3/Bcl2/Rpl26/Rack1/Rpl11
Naive;GO:2001244;positive regulation of intrinsic apoptotic signaling pathway;5/129;72/28564;1,90808220728441e-05;7,86461709785052e-04;6,23073983934749e-04;20115/27050/19941/14694/67025;5;Rps7/Rps3/Rpl26/Rack1/Rpl11
Naive;GO:0045580;regulation of T cell differentiation;7/129;188/28564;2,43123345444520e-05;9,80769921197466e-04;7,77014588912272e-04;16197/12775/16842/21414/14357/67596/17131;7;Il7r/Ccr7/Lef1/Tcf7/Dtx1/Tespa1/Smad7
Naive;GO:0051348;negative regulation of transferase activity;8/129;269/28564;3,18144341241660e-05;1,25667014790456e-03;9,95596436297916e-04;100503670/20115/65019/216505/13682/17131/18148/67025;8;Rpl5/Rps7/Rpl23/Pik3ip1/Eif4a2/Smad7/Npm1/Rpl11
Naive;GO:0002429;immune response-activating cell surface receptor signaling pathway;8/129;272/28564;3,44171772584735e-05;1,31320971078373e-03;1,04038988301598e-03;12775/108655/67245/67596/16019/27050/12043/22165;8;Ccr7/Foxp1/Peli1/Tespa1/Ighm/Rps3/Bcl2/Txk
Naive;GO:0046651;lymphocyte proliferation;9/129;354/28564;3,46310577738324e-05;1,31320971078373e-03;1,04038988301598e-03;16197/12775/16842/20230/67245/16019/27050/12043/20104;9;Il7r/Ccr7/Lef1/Satb1/Peli1/Ighm/Rps3/Bcl2/Rps6
Naive;GO:1903706;regulation of hemopoiesis;10/129;447/28564;3,73549265775805e-05;1,38872432923711e-03;1,10021631013844e-03;16197/12775/16842/21414/108655/14357/67596/234515/17131/16476;10;Il7r/Ccr7/Lef1/Tcf7/Foxp1/Dtx1/Tespa1/Inpp4b/Smad7/Jun
Naive;GO:0032943;mononuclear cell proliferation;9/129;360/28564;3,94523090640565e-05;1,43849188433560e-03;1,13964463632406e-03;16197/12775/16842/20230/67245/16019/27050/12043/20104;9;Il7r/Ccr7/Lef1/Satb1/Peli1/Ighm/Rps3/Bcl2/Rps6
Naive;GO:0002768;immune response-regulating cell surface receptor signaling pathway;8/129;283/28564;4,55363980997187e-05;1,62900020371824e-03;1,29057477831775e-03;12775/108655/67245/67596/16019/27050/12043/22165;8;Ccr7/Foxp1/Peli1/Tespa1/Ighm/Rps3/Bcl2/Txk
Naive;GO:0000463;maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);3/129;17/28564;5,84218918541827e-05;2,05125753621352e-03;1,62510798588535e-03;19989/18148/66489;3;Rpl7/Npm1/Rpl35
Naive;GO:0050863;regulation of T cell activation;9/129;384/28564;6,48275852807274e-05;2,23478366713198e-03;1,77050649178178e-03;16197/12775/16842/21414/14357/67245/67596/17131/27050;9;Il7r/Ccr7/Lef1/Tcf7/Dtx1/Peli1/Tespa1/Smad7/Rps3
Naive;GO:0045619;regulation of lymphocyte differentiation;7/129;222/28564;6,97987326092825e-05;2,28981451797232e-03;1,81410466197340e-03;16197/12775/16842/21414/14357/67596/17131;7;Il7r/Ccr7/Lef1/Tcf7/Dtx1/Tespa1/Smad7
Naive;GO:0050862;positive regulation of T cell receptor signaling pathway;3/129;18/28564;6,98749409742323e-05;2,28981451797232e-03;1,81410466197340e-03;12775/67596/27050;3;Ccr7/Tespa1/Rps3
Naive;GO:0030099;myeloid cell differentiation;10/129;482/28564;7,00470685877607e-05;2,28981451797232e-03;1,81410466197340e-03;12775/16842/108655/20085/20044/234515/109711/16476/20104/16598;10;Ccr7/Lef1/Foxp1/Rps19/Rps14/Inpp4b/Actn1/Jun/Rps6/Klf2
Naive;GO:0072332;intrinsic apoptotic signaling pathway by p53 class mediator;5/129;95/28564;7,27319506762971e-05;2,33728438105524e-03;1,85171264255265e-03;20115/19941/13207/66940/67025;5;Rps7/Rpl26/Ddx5/Shisa5/Rpl11
Naive;GO:0048872;homeostasis of number of cells;9/129;391/28564;7,44118413765132e-05;2,35141418749782e-03;1,86290697621552e-03;16197/12775/20088/20085/20044/12043/20104/16598/20068;9;Il7r/Ccr7/Rps24/Rps19/Rps14/Bcl2/Rps6/Klf2/Rps17
Naive;GO:0043367;CD4-positive, alpha-beta T cell differentiation;5/129;96/28564;7,64525357069793e-05;2,37629520820382e-03;1,88261895520034e-03;12775/16842/108655/20230/17131;5;Ccr7/Lef1/Foxp1/Satb1/Smad7
Naive;GO:0070661;leukocyte proliferation;9/129;396/28564;8,19653161199951e-05;2,50655224779856e-03;1,98581504419750e-03;16197/12775/16842/20230/67245/16019/27050/12043/20104;9;Il7r/Ccr7/Lef1/Satb1/Peli1/Ighm/Rps3/Bcl2/Rps6
Naive;GO:0001837;epithelial to mesenchymal transition;6/129;158/28564;8,45824829562089e-05;2,54060899347999e-03;2,01279648772815e-03;16842/66214/76566/17131/18569/13207;6;Lef1/Rgcc/Rflnb/Smad7/Pdcd4/Ddx5
Naive;GO:0060485;mesenchyme development;8/129;310/28564;8,60574861239019e-05;2,54060899347999e-03;2,01279648772815e-03;16842/66214/76566/20115/17131/18569/12043/13207;8;Lef1/Rgcc/Rflnb/Rps7/Smad7/Pdcd4/Bcl2/Ddx5
Naive;GO:0002520;immune system development;7/129;230/28564;8,70989370127634e-05;2,54060899347999e-03;2,01279648772815e-03;16197/12775/16842/21414/16994/108655/12043;7;Il7r/Ccr7/Lef1/Tcf7/Ltb/Foxp1/Bcl2
Naive;GO:0033151;V(D)J recombination;3/129;20/28564;9,69764267474340e-05;2,77161435351392e-03;2,19581039443946e-03;16842/21414/108655;3;Lef1/Tcf7/Foxp1
Naive;GO:2000059;negative regulation of ubiquitin-dependent protein catabolic process;4/129;53/28564;9,79420683994897e-05;2,77161435351392e-03;2,19581039443946e-03;100503670/20115/65019/67025;4;Rpl5/Rps7/Rpl23/Rpl11
Naive;GO:0006417;regulation of translation;9/129;411/28564;1,08603984681753e-04;3,02813463171476e-03;2,39903848515265e-03;56040/100503670/110954/55949/27050/19941/18148/14694/22121;9;Rplp1/Rpl5/Rpl10/Eef1b2/Rps3/Rpl26/Npm1/Rack1/Rpl13a
Naive;GO:0034101;erythrocyte homeostasis;6/129;167/28564;1,14701915791565e-04;3,15180916435954e-03;2,49701958557687e-03;20088/20085/20044/20104/16598/20068;6;Rps24/Rps19/Rps14/Rps6/Klf2/Rps17
Naive;GO:0033077;T cell differentiation in thymus;5/129;105/28564;1,16927602097677e-04;3,16484249632051e-03;2,50734523775781e-03;16197/12775/67596/12043/20104;5;Il7r/Ccr7/Tespa1/Bcl2/Rps6
Naive;GO:2000058;regulation of ubiquitin-dependent protein catabolic process;6/129;168/28564;1,18514671539428e-04;3,16484249632051e-03;2,50734523775781e-03;100503670/20115/65019/17131/14694/67025;6;Rpl5/Rps7/Rpl23/Smad7/Rack1/Rpl11
Naive;GO:0007159;leukocyte cell-cell adhesion;9/129;420/28564;1,27821363924824e-04;3,36596258335370e-03;2,66668254854860e-03;16197/20343/12775/16842/14357/67245/67596/17131/27050;9;Il7r/Sell/Ccr7/Lef1/Dtx1/Peli1/Tespa1/Smad7/Rps3
Naive;GO:2001235;positive regulation of apoptotic signaling pathway;6/129;172/28564;1,34784035715130e-04;3,50069221528611e-03;2,77342204708710e-03;16994/20115/27050/19941/14694/67025;6;Ltb/Rps7/Rps3/Rpl26/Rack1/Rpl11
Naive;GO:0061572;actin filament bundle organization;6/129;176/28564;1,52775696916175e-04;3,91436109936577e-03;3,10115105973515e-03;66214/14026/76566/109711/13609/67803;6;Rgcc/Evl/Rflnb/Actn1/S1pr1/Limd2
Naive;GO:0008630;intrinsic apoptotic signaling pathway in response to DNA damage;5/129;113/28564;1,65151643586015e-04;4,17503354985445e-03;3,30766870732973e-03;22070/27050/12043/19941/66940;5;Tpt1/Rps3/Bcl2/Rpl26/Shisa5
Naive;GO:0051251;positive regulation of lymphocyte activation;8/129;342/28564;1,68947308148670e-04;4,18391550369162e-03;3,31470543180543e-03;16197/12775/16842/67245/67596/16019/27050/12043;8;Il7r/Ccr7/Lef1/Peli1/Tespa1/Ighm/Rps3/Bcl2
Naive;GO:0000470;maturation of LSU-rRNA;3/129;24/28564;1,69916399675240e-04;4,18391550369162e-03;3,31470543180543e-03;19989/18148/66489;3;Rpl7/Npm1/Rpl35
Naive;GO:0050854;regulation of antigen receptor-mediated signaling pathway;4/129;64/28564;2,04524339890971e-04;4,97151472350359e-03;3,93868060761694e-03;12775/108655/67596/27050;4;Ccr7/Foxp1/Tespa1/Rps3
Naive;GO:0042100;B cell proliferation;5/129;121/28564;2,27270365742439e-04;5,45448877781854e-03;4,32131661444985e-03;16197/16842/67245/16019/12043;5;Il7r/Lef1/Peli1/Ighm/Bcl2
Naive;GO:1903051;negative regulation of proteolysis involved in protein catabolic process;4/129;68/28564;2,58521247614042e-04;6,12695356845280e-03;4,85407658348998e-03;100503670/20115/65019/67025;4;Rpl5/Rps7/Rpl23/Rpl11
Naive;GO:0050821;protein stabilization;6/129;196/28564;2,73241209072509e-04;6,39586830125281e-03;5,06712417604250e-03;100503670/20115/65019/17131/18148/67025;6;Rpl5/Rps7/Rpl23/Smad7/Npm1/Rpl11
Naive;GO:0002286;T cell activation involved in immune response;5/129;127/28564;2,84456494946186e-04;6,49794595684300e-03;5,14799515901342e-03;12775/16842/108655/17131/20104;5;Ccr7/Lef1/Foxp1/Smad7/Rps6
Naive;GO:0035710;CD4-positive, alpha-beta T cell activation;5/129;127/28564;2,84456494946186e-04;6,49794595684300e-03;5,14799515901342e-03;12775/16842/108655/20230/17131;5;Ccr7/Lef1/Foxp1/Satb1/Smad7
Naive;GO:0033119;negative regulation of RNA splicing;3/129;29/28564;3,01737341167513e-04;6,79126007676623e-03;5,38037315653198e-03;18148/68052/27370;3;Npm1/Rps13/Rps26
Naive;GO:0042093;T-helper cell differentiation;4/129;71/28564;3,05236069569845e-04;6,79126007676623e-03;5,38037315653198e-03;12775/16842/108655/17131;4;Ccr7/Lef1/Foxp1/Smad7
Naive;GO:0034248;regulation of amide metabolic process;9/129;473/28564;3,08042387448257e-04;6,79126007676623e-03;5,38037315653198e-03;56040/100503670/110954/55949/27050/19941/18148/14694/22121;9;Rplp1/Rpl5/Rpl10/Eef1b2/Rps3/Rpl26/Npm1/Rack1/Rpl13a
Naive;GO:0002294;CD4-positive, alpha-beta T cell differentiation involved in immune response;4/129;72/28564;3,22068731187315e-04;7,01887717622011e-03;5,56070271511553e-03;12775/16842/108655/17131;4;Ccr7/Lef1/Foxp1/Smad7
